CustomerKey,Amount,Frequency,Recency
13197,$105.19 ,3,781
13204,$141.98 ,1,787
13206,$163.19 ,3,850
13213,$21.98 ,1,1028
13215,$71.95 ,1,871
13220,"$4,682.53 ",2,1004
13222,$150.41 ,3,785
13229,$21.98 ,1,911
13231,$247.90 ,4,835
13238,"$4,511.54 ",2,947
13240,$21.98 ,1,852
13245,$46.47 ,1,907
13247,"$4,548.52 ",2,774
13254,"$6,801.13 ",3,959
13256,"$7,494.88 ",4,736
13263,"$10,872.06 ",4,908
13265,"$7,259.56 ",4,786
13270,"$2,394.95 ",1,825
13272,$81.46 ,1,793
13279,"$4,533.52 ",2,952
13281,$21.98 ,1,720
13288,"$4,573.50 ",2,954
13290,$111.89 ,3,775
13295,$71.97 ,1,707
13297,$21.98 ,1,888
13304,"$4,612.51 ",2,952
13306,$71.97 ,1,745
13313,$76.97 ,1,1023
13315,"$4,541.53 ",2,971
13320,$21.98 ,1,1038
13322,$85.48 ,1,966
13324,"$4,526.78 ",2,966
13329,"$4,807.31 ",2,952
13331,$65.96 ,1,902
13338,$121.94 ,1,704
13340,"$4,546.52 ",2,955
13345,"$4,759.51 ",2,905
13347,$71.97 ,1,939
13349,$21.98 ,1,1051
13354,"$4,498.53 ",2,966
13356,$30.97 ,1,806
13363,$71.97 ,1,1036
13365,$24.27 ,1,841
13370,"$2,329.99 ",1,773
13372,$76.97 ,1,1060
13374,$56.97 ,1,809
13379,$24.27 ,1,897
13858,$71.95 ,1,873
13863,$71.97 ,1,844
13865,"$4,533.52 ",2,936
13867,$56.97 ,1,943
13872,$180.98 ,1,1063
13874,$76.97 ,1,890
13881,$71.97 ,1,856
13883,"$3,021.04 ",2,1065
13890,"$2,982.02 ",2,1018
13892,"$3,021.04 ",2,1033
13897,"$4,498.53 ",2,935
13899,$21.98 ,1,992
13906,"$3,021.04 ",2,1013
13908,"$4,715.33 ",2,866
13915,"$3,045.53 ",2,1034
13917,"$3,282.81 ",2,1035
13922,$56.97 ,1,777
13924,$29.93 ,1,916
13931,$21.98 ,1,885
13933,$56.97 ,1,1038
13940,$85.48 ,1,875
13942,$56.97 ,1,1029
13947,"$4,605.04 ",2,918
13949,"$4,548.52 ",2,915
13956,$82.26 ,2,801
13958,"$6,838.64 ",3,758
13965,"$6,872.39 ",3,741
13967,"$5,721.91 ",3,733
13972,$77.27 ,2,736
13974,"$5,237.73 ",3,760
23639,$69.97 ,1,1038
23653,"$3,975.03 ",2,865
23654,$59.98 ,1,885
23655,"$4,144.34 ",2,838
23656,"$4,144.34 ",2,841
23670,$42.93 ,1,1066
23671,$193.98 ,1,826
23672,$29.99 ,1,936
23673,$4.99 ,1,955
23686,$94.46 ,1,763
23687,$29.99 ,1,910
23688,"$1,214.85 ",1,1083
23689,$43.97 ,1,910
23703,$34.98 ,1,810
23704,$600.46 ,1,821
23705,$94.46 ,1,775
23706,$539.99 ,1,791
23720,$34.98 ,1,769
23721,$588.96 ,1,805
23722,$32.28 ,1,1017
23723,$628.45 ,1,818
23736,$42.93 ,1,971
23737,$34.98 ,1,871
23738,$36.59 ,1,806
23739,$573.42 ,1,792
23740,$36.59 ,1,880
23753,"$1,193.45 ",1,981
23754,$68.97 ,1,801
23755,$6.28 ,1,867
23756,$151.28 ,1,1004
23770,$4.99 ,1,1043
23771,$82.95 ,1,962
23772,$38.98 ,1,899
23773,$88.97 ,1,1005
23787,$71.58 ,1,1011
23788,"$1,214.85 ",1,861
23789,"$1,251.12 ",1,828
23790,$46.83 ,1,907
23803,$68.49 ,1,939
23804,$71.58 ,1,1012
23805,$32.60 ,1,827
23806,"$3,578.27 ",1,1526
23820,$37.27 ,1,746
23821,$638.95 ,1,774
23822,$37.27 ,1,970
23823,$59.47 ,1,957
23837,$574.98 ,1,774
23838,$539.99 ,1,771
23839,$29.99 ,1,990
23840,$539.99 ,1,769
24338,$553.97 ,1,738
24339,"$2,384.07 ",1,1098
24340,"$2,393.06 ",1,1040
24341,"$2,453.04 ",1,1040
24355,$36.59 ,1,960
24356,$615.47 ,1,739
24357,"$2,443.55 ",1,962
24358,"$2,418.05 ",1,951
24371,"$4,193.82 ",2,791
24372,"$3,356.04 ",2,916
24373,$27.77 ,1,884
24374,$21.49 ,1,703
24375,$31.73 ,1,997
24388,$588.96 ,1,754
24389,$45.58 ,1,1050
24390,$32.60 ,1,923
24391,$42.84 ,1,945
24405,"$2,419.06 ",1,1073
24406,$195.59 ,1,741
24407,$71.58 ,1,778
24408,$96.07 ,1,764
24422,$152.60 ,1,984
24423,$32.60 ,1,1008
24424,$249.58 ,1,1015
24425,"$2,419.06 ",1,1091
24438,$96.07 ,1,714
24439,$71.58 ,1,852
24440,$61.08 ,1,981
24441,"$2,419.06 ",1,945
24455,$75.47 ,1,990
24456,$21.49 ,1,891
24457,"$3,356.04 ",2,930
24458,"$4,144.34 ",2,787
24472,$12.94 ,1,745
24473,$13.98 ,1,854
24474,"$3,882.55 ",2,761
24475,"$3,945.53 ",2,739
24488,$13.98 ,1,739
24489,$4.99 ,1,992
24490,$36.59 ,1,834
24491,"$3,578.27 ",1,1475
24492,$791.32 ,1,1033
24505,"$3,302.05 ",2,902
24506,"$3,563.84 ",2,895
24507,$32.60 ,1,838
24508,$121.57 ,1,806
24522,"$2,482.56 ",1,1060
24523,"$2,492.02 ",1,1057
24524,$34.89 ,1,836
24525,$7.28 ,1,1025
24539,$38.98 ,1,984
24540,$69.97 ,1,935
24541,$37.27 ,1,743
24542,$123.99 ,1,758
24555,$58.95 ,1,872
24556,$6.28 ,1,921
24557,$69.97 ,1,946
24558,"$2,487.33 ",1,977
25043,$161.59 ,1,860
25057,"$2,120.93 ",2,944
25058,$7.28 ,1,795
25059,"$2,462.55 ",1,974
25060,"$2,419.06 ",1,965
25073,"$2,473.05 ",1,738
25074,"$2,393.06 ",1,952
25075,"$2,469.05 ",1,972
25076,"$2,469.05 ",1,742
25077,"$2,419.06 ",1,747
25090,$67.93 ,1,751
25091,$36.59 ,1,998
25092,"$1,257.82 ",1,1088
25093,"$2,181.56 ",1,1447
25107,"$2,143.90 ",2,945
25108,"$2,199.41 ",2,877
25109,$4.99 ,1,948
25110,$39.98 ,1,888
25124,$64.47 ,1,949
25125,$68.49 ,1,827
25126,"$2,174.92 ",2,927
25127,"$2,174.92 ",2,913
25140,$21.49 ,1,771
25141,$4.99 ,1,965
25142,$13.98 ,1,1001
25143,$39.98 ,1,756
25157,$7.28 ,1,911
25158,$71.58 ,1,848
25159,$71.58 ,1,828
25160,$46.83 ,1,929
25174,$92.08 ,1,951
25175,"$2,384.07 ",1,961
25176,$36.59 ,1,828
25177,$36.96 ,1,705
25190,$36.59 ,1,839
25191,"$2,419.06 ",1,955
25192,"$2,480.99 ",1,963
25193,"$2,419.06 ",1,941
25194,$32.60 ,1,912
25207,$86.95 ,1,968
25208,$27.28 ,1,954
25209,$98.96 ,1,889
25210,$23.78 ,1,936
25224,$7.28 ,1,1003
25225,"$2,129.92 ",2,886
25226,"$2,158.90 ",2,894
25227,$39.98 ,1,814
25241,$4.99 ,1,925
25242,"$2,120.93 ",2,876
25243,"$2,155.92 ",2,881
25244,$21.93 ,1,1033
25257,$147.28 ,1,908
25258,$49.48 ,1,862
25259,$32.27 ,1,992
25260,$34.89 ,1,852
25274,$71.58 ,1,820
25275,$34.89 ,1,868
25276,$38.88 ,1,874
25277,$96.07 ,1,807
25995,"$2,443.35 ",1,1283
25996,"$4,598.83 ",2,794
26009,$40.22 ,1,733
13981,$124.21 ,2,894
13983,$180.41 ,2,888
13990,"$1,893.91 ",2,1010
13992,"$1,802.21 ",2,993
13997,"$4,586.35 ",2,736
13999,"$3,295.43 ",2,922
14006,"$3,295.43 ",2,942
14008,$63.97 ,2,889
14015,$59.98 ,2,799
14017,"$1,848.91 ",2,1005
14022,"$1,668.90 ",2,786
14024,"$1,902.90 ",2,1000
14031,"$6,964.42 ",3,751
14033,"$6,809.96 ",3,746
14040,$31.97 ,1,932
14042,$21.98 ,1,749
14047,"$5,643.54 ",3,870
14049,"$5,290.68 ",3,741
14051,"$5,606.91 ",3,871
14056,$128.46 ,3,712
14058,"$5,652.52 ",3,880
14065,"$5,608.55 ",3,873
14067,$114.96 ,2,867
14072,$74.98 ,2,865
14074,$59.88 ,2,948
14076,$71.97 ,1,972
14081,"$3,451.74 ",2,1046
14083,"$2,751.42 ",2,1020
14090,$85.48 ,1,975
14092,$56.97 ,1,844
14574,$177.60 ,3,765
14576,"$1,476.54 ",2,903
14583,$4.99 ,1,727
14585,"$3,016.07 ",2,891
14590,"$1,597.56 ",2,900
14592,$4.99 ,1,942
14594,$163.99 ,1,977
14599,"$3,054.08 ",2,906
14601,"$3,076.06 ",2,903
14608,$39.98 ,1,984
14610,"$1,468.59 ",2,888
14617,"$1,538.56 ",2,901
14619,$39.98 ,1,800
14624,$39.98 ,1,794
14626,$197.04 ,3,738
14633,$242.50 ,3,791
14635,$37.21 ,1,875
14642,$7.28 ,1,949
14644,$7.28 ,1,1054
14649,"$1,601.56 ",2,881
14651,"$1,588.57 ",2,869
14658,$92.82 ,3,786
14660,"$1,588.57 ",2,873
14667,"$5,295.41 ",3,803
14669,$90.25 ,2,761
14674,$142.47 ,2,774
14676,"$5,188.41 ",3,778
14683,$98.95 ,3,825
14685,$146.74 ,3,800
14692,$106.26 ,2,719
14694,$156.94 ,2,940
14699,$78.98 ,1,908
14701,"$3,001.02 ",2,817
14708,"$2,966.03 ",2,795
14710,$39.99 ,1,812
14717,$113.96 ,2,966
14719,"$5,512.26 ",3,738
14724,$120.41 ,3,719
14726,"$1,483.57 ",2,862
14733,"$1,854.58 ",2,1039
14735,"$1,854.58 ",2,1018
14742,$7.28 ,1,866
14744,"$1,505.86 ",2,831
14749,$98.96 ,1,1020
14751,$7.28 ,1,914
14758,$39.98 ,1,971
14760,$167.26 ,3,749
14767,$29.93 ,1,823
14769,"$4,397.75 ",2,821
14774,"$6,434.74 ",3,754
14776,"$5,908.25 ",2,815
14783,$158.96 ,2,830
14785,$48.97 ,1,726
14792,"$5,913.24 ",2,794
14794,"$5,873.26 ",2,779
14799,$162.95 ,2,963
14801,"$4,382.74 ",2,781
14803,"$4,355.71 ",2,792
14808,$164.20 ,2,782
15285,$39.98 ,1,1020
15287,"$1,681.45 ",2,784
15292,$54.96 ,1,818
15294,$59.98 ,1,983
15296,$7.28 ,1,817
15301,$15.23 ,1,1043
15303,"$3,077.98 ",2,855
15310,$94.44 ,3,838
15312,"$1,631.46 ",2,791
15317,$54.98 ,1,966
15319,$7.28 ,1,1066
15321,"$3,112.98 ",2,877
15326,$172.98 ,1,870
15328,"$3,199.44 ",2,864
15335,$39.98 ,1,783
15337,"$1,622.47 ",2,767
15344,$4.99 ,1,988
15346,"$3,247.25 ",2,872
15351,"$3,114.94 ",2,869
15353,$325.83 ,2,758
15360,$4.99 ,1,751
15362,"$4,745.02 ",2,820
15369,"$3,127.95 ",2,873
15371,"$3,178.95 ",2,882
15376,$136.24 ,3,790
15378,$170.91 ,3,798
15385,$7.28 ,1,991
15387,$4.99 ,1,766
15394,"$3,134.95 ",2,856
15396,"$3,147.95 ",2,857
15401,$39.98 ,1,803
15403,$39.98 ,1,922
15410,"$1,619.90 ",2,764
15412,$4.99 ,1,753
15419,"$3,102.98 ",2,883
15421,$4.99 ,1,794
15426,$115.92 ,2,780
15428,"$1,631.46 ",2,752
15435,"$3,801.39 ",2,840
15437,$37.27 ,2,714
15444,$138.95 ,2,730
15446,$32.27 ,1,960
15451,"$2,756.54 ",2,836
15453,"$6,650.60 ",3,747
15460,"$2,746.55 ",2,798
15462,"$3,086.82 ",2,805
15469,$39.98 ,1,1055
15471,"$1,622.47 ",2,759
15476,$7.28 ,1,1064
15478,$182.83 ,3,860
15485,$39.98 ,1,1024
15487,$89.97 ,1,1029
15494,$275.44 ,3,769
15496,$39.98 ,1,1031
15501,"$3,197.98 ",2,866
15503,"$1,622.45 ",2,753
15510,$39.98 ,1,861
15512,$61.96 ,1,799
15519,$21.98 ,1,978
15521,"$3,172.95 ",2,842
16003,$4.99 ,1,1002
16005,$198.73 ,3,879
16012,$94.26 ,2,922
16014,$7.28 ,1,881
16019,$573.98 ,1,873
16021,$539.99 ,1,917
16023,$166.89 ,2,874
16028,"$3,807.40 ",2,746
16030,$73.54 ,2,710
16037,$39.98 ,1,931
16039,$4.99 ,1,1046
16044,$68.49 ,1,1019
16046,"$3,963.14 ",3,761
16048,$39.98 ,1,989
16053,"$3,752.38 ",3,738
16055,$66.44 ,1,992
16062,$7.28 ,1,744
16064,$7.28 ,1,855
16071,$103.55 ,3,726
16073,$64.47 ,1,749
16078,"$2,383.95 ",1,841
26010,$24.99 ,1,1034
26011,"$5,768.05 ",2,885
26012,"$5,794.05 ",2,909
26026,$4.99 ,1,1029
26027,"$1,938.47 ",2,794
26028,"$1,938.47 ",2,799
26029,"$1,930.76 ",2,801
26043,$191.27 ,1,793
26044,$86.95 ,1,985
26045,$27.28 ,1,823
26046,$93.48 ,1,818
26059,$118.96 ,1,961
26060,"$5,794.05 ",2,903
26061,"$5,838.05 ",2,905
26062,$49.48 ,1,957
26063,$29.98 ,1,793
26076,$76.96 ,1,923
26077,$7.28 ,1,767
26078,$64.97 ,1,1040
26079,$64.97 ,1,900
26093,"$4,657.81 ",2,771
26094,"$4,648.31 ",2,789
26095,$15.23 ,1,871
26096,"$5,843.54 ",2,869
26110,"$5,759.06 ",2,874
26111,"$5,794.05 ",2,861
26112,"$5,794.05 ",2,871
26113,"$2,730.54 ",2,894
26126,$28.99 ,1,750
26127,"$2,049.10 ",1,1455
26128,$68.97 ,1,907
26129,$21.49 ,1,745
26143,$123.98 ,1,910
26144,$27.77 ,1,970
26145,$78.98 ,1,907
26146,$69.99 ,1,749
26160,"$1,938.47 ",2,771
26161,"$1,903.48 ",2,848
26162,"$1,903.48 ",2,854
26163,$123.98 ,1,1012
26176,$4.99 ,1,820
26177,$29.48 ,1,845
26178,$101.95 ,1,810
26179,$38.98 ,1,1010
26180,$4.99 ,1,838
26193,$35.23 ,1,728
26194,$66.94 ,1,755
26195,$27.28 ,1,1062
26196,$29.98 ,1,861
26210,$553.97 ,1,1003
26211,$565.47 ,1,995
26212,$23.78 ,1,817
26213,$62.98 ,1,778
26227,"$1,709.98 ",1,794
26228,"$1,700.99 ",1,808
26229,"$2,419.06 ",1,796
26230,"$2,398.05 ",1,813
26711,"$2,049.10 ",1,1268
26712,$42.97 ,1,883
26713,$58.47 ,1,939
26714,$36.27 ,1,957
26728,"$4,455.10 ",2,852
26729,"$4,442.16 ",2,830
26730,$4.99 ,1,815
26731,"$2,049.10 ",1,1249
26745,"$1,932.46 ",2,818
26746,"$2,001.45 ",2,813
26747,"$1,938.47 ",2,809
26748,"$1,357.97 ",2,1044
26761,"$1,938.47 ",2,770
26762,$133.49 ,1,975
26763,"$1,957.47 ",2,787
26764,"$1,938.47 ",2,779
26765,$78.98 ,1,1023
26778,$33.98 ,1,814
26779,$25.48 ,1,857
26780,$79.47 ,1,820
26781,$110.46 ,1,716
26795,"$1,992.46 ",2,781
26796,"$1,957.47 ",2,779
26797,"$1,957.47 ",2,781
26798,$28.99 ,1,878
26811,"$2,071.42 ",1,1268
26812,$58.47 ,1,907
26813,$58.47 ,1,787
26814,"$2,049.10 ",1,1266
26815,"$2,049.10 ",1,1247
26828,"$1,732.26 ",1,787
26829,"$1,728.27 ",1,737
26830,$553.97 ,1,947
26831,"$1,264.84 ",1,1082
26845,$27.77 ,1,882
26846,$28.48 ,1,749
26847,$60.47 ,1,802
26848,$607.96 ,1,925
26862,"$1,249.84 ",1,1079
26863,$3.99 ,1,725
26864,"$1,268.84 ",1,1097
26865,$123.99 ,1,1045
26878,$21.49 ,1,966
26879,$75.48 ,1,806
26880,$23.78 ,1,860
26881,$42.97 ,1,894
26882,$91.26 ,1,980
26895,$553.97 ,1,917
26896,$12.98 ,1,1018
26897,$38.98 ,1,1014
26898,$173.95 ,1,1033
26912,$27.77 ,1,904
26913,$607.96 ,1,915
26914,$588.96 ,1,924
26915,$58.98 ,1,912
26928,$597.95 ,1,940
26929,$588.96 ,1,857
26930,"$1,263.82 ",1,1016
26931,$561.48 ,1,935
26932,$574.98 ,1,929
26945,$777.34 ,1,945
26946,"$1,214.85 ",1,940
27430,$33.43 ,1,890
27431,"$2,049.10 ",1,1131
27432,$27.77 ,1,779
27433,$27.77 ,1,886
27447,"$4,490.48 ",2,814
27448,"$2,071.42 ",1,1137
27449,"$4,482.14 ",2,817
27450,"$4,514.97 ",2,810
27463,$23.78 ,1,1025
27464,$6.28 ,1,834
27465,$11.94 ,1,935
27466,$66.97 ,1,935
27480,$118.96 ,1,707
27481,$58.47 ,1,875
27482,$38.98 ,1,1030
27483,"$1,382.46 ",2,746
27497,$37.29 ,1,931
27498,"$1,350.75 ",2,927
27499,"$1,331.97 ",2,934
27500,"$1,371.95 ",2,912
27513,$563.77 ,1,909
27514,$539.99 ,1,892
27515,$539.99 ,1,913
27516,$123.98 ,1,728
27517,$539.99 ,1,884
27530,$47.96 ,1,1012
27531,"$2,071.42 ",1,1114
27532,$23.78 ,1,732
27533,$25.48 ,1,989
27547,"$2,071.42 ",1,1123
27548,$27.77 ,1,738
27549,"$2,071.42 ",1,1128
27550,$782.99 ,1,1129
27564,$60.47 ,1,949
27565,$33.43 ,1,1037
27566,$27.77 ,1,925
27567,$21.49 ,1,781
27580,$39.98 ,1,816
27581,$539.99 ,1,873
27582,$561.92 ,1,875
27583,$553.97 ,1,875
27597,$564.21 ,1,824
27598,$556.26 ,1,851
27599,$603.49 ,1,841
27600,$23.78 ,1,805
27614,"$3,578.27 ",1,1810
27615,"$5,998.61 ",2,783
27616,"$5,998.61 ",2,782
27617,"$5,976.32 ",2,764
27630,$42.97 ,1,956
27631,$33.98 ,1,1019
16080,$567.27 ,1,844
16087,"$2,369.97 ",1,808
16089,$342.03 ,3,789
16096,$212.01 ,3,797
16098,"$3,101.29 ",2,867
16103,"$3,142.32 ",2,878
16105,"$2,361.95 ",1,823
16112,"$2,373.47 ",1,821
16114,"$2,319.99 ",1,805
16121,$614.47 ,1,768
16123,$629.97 ,1,786
16128,$539.99 ,1,748
16130,$61.96 ,1,841
16137,$554.97 ,1,782
16139,$654.95 ,1,782
16146,"$2,329.98 ",1,805
16148,"$2,319.99 ",1,823
16153,$39.98 ,1,871
16155,"$4,489.57 ",2,773
16162,$185.04 ,2,776
16164,"$2,639.08 ",2,838
16171,$103.86 ,2,965
16173,$43.21 ,2,942
16178,$108.85 ,2,772
16180,"$4,386.37 ",2,757
16187,$34.92 ,2,768
16189,$105.94 ,2,753
16196,"$7,237.36 ",3,856
16198,$114.96 ,2,904
16203,"$6,939.87 ",3,804
16205,"$6,950.57 ",3,780
16212,$39.98 ,1,745
16214,$15.23 ,1,1005
16221,$588.96 ,1,1049
16223,$562.96 ,1,1050
16228,$569.97 ,1,750
16230,$618.98 ,1,743
16714,$64.47 ,1,879
16716,$27.92 ,1,997
16721,$180.71 ,3,708
16723,$7.28 ,1,709
16725,$13.98 ,1,752
16730,$140.94 ,2,709
16732,"$2,451.30 ",1,895
16739,$81.26 ,2,796
16741,"$6,056.61 ",2,1016
16746,$64.47 ,1,1036
16748,$58.98 ,1,753
16750,$7.28 ,1,1015
16755,"$2,316.97 ",1,803
16757,$4.99 ,1,730
16764,"$1,760.47 ",1,954
16766,$4.99 ,1,787
16771,$104.55 ,3,831
16773,$13.98 ,1,906
16775,$4.99 ,1,833
16780,$54.98 ,1,847
16782,"$2,482.23 ",1,814
16789,"$2,443.35 ",1,742
16791,"$1,729.97 ",1,952
16798,"$1,764.96 ",1,1079
16800,$75.84 ,3,725
16805,"$1,768.96 ",1,1080
16807,"$1,728.27 ",1,1081
16814,$39.98 ,1,1061
16816,$4.99 ,1,726
16823,"$7,242.35 ",3,828
16825,$61.45 ,1,774
16830,"$7,138.68 ",3,860
16832,"$2,369.96 ",1,800
16839,"$2,294.99 ",1,812
16841,$126.96 ,2,946
16848,$125.45 ,2,711
16850,"$2,354.98 ",1,818
16855,$150.95 ,2,744
16857,$54.98 ,1,971
16864,"$2,369.97 ",1,796
16866,"$2,444.45 ",1,809
16873,$578.46 ,1,891
16875,$39.98 ,1,920
16880,"$2,343.96 ",1,798
16882,"$2,294.99 ",1,797
16889,"$1,729.97 ",1,1026
16891,$59.98 ,1,764
16898,"$1,750.98 ",1,1010
16900,$7.28 ,1,866
16905,$4.99 ,1,880
16907,"$2,341.97 ",1,797
16914,"$2,361.95 ",1,763
16916,"$2,434.92 ",1,778
16923,$59.98 ,1,755
16925,"$1,764.96 ",1,996
16930,$54.42 ,2,728
16932,$14.56 ,2,850
16939,$29.98 ,1,861
16941,$64.97 ,1,754
16948,$248.01 ,3,725
16950,$211.01 ,3,891
17432,$4.99 ,1,903
17434,$4.99 ,1,923
17441,"$2,404.95 ",1,775
17443,"$1,754.98 ",1,944
17448,$64.47 ,1,827
17450,$153.91 ,2,711
17457,$54.98 ,1,761
17459,$59.98 ,1,918
17466,$68.49 ,1,806
17468,$128.91 ,2,781
17473,$4.99 ,1,829
17475,"$2,370.96 ",1,768
17477,"$1,700.99 ",1,929
17482,$146.94 ,2,881
17484,$126.96 ,2,984
17491,$126.94 ,2,729
17493,$130.96 ,2,749
17498,$565.47 ,1,928
17500,$156.96 ,2,732
17502,"$6,070.59 ",2,867
17507,$68.97 ,1,882
17509,$98.72 ,2,751
17516,$39.98 ,1,736
17518,$539.99 ,1,919
17525,$4.99 ,1,865
17527,$12.94 ,1,793
17532,$4.99 ,1,905
17534,$4.99 ,1,845
17541,$4.99 ,1,945
17543,"$2,414.99 ",1,786
17550,$4.99 ,1,742
17552,"$2,357.28 ",1,777
17557,$539.99 ,1,920
17559,"$1,749.96 ",1,905
17566,"$1,735.98 ",1,898
17568,"$1,714.97 ",1,876
17575,"$1,735.98 ",1,863
17577,$39.98 ,1,899
17582,"$2,398.47 ",1,774
17584,$39.98 ,1,704
17591,"$2,337.27 ",1,764
17593,"$2,380.47 ",1,787
17600,"$1,775.47 ",1,873
17602,$4.99 ,1,875
17607,$54.98 ,1,853
17609,"$1,725.98 ",1,882
17616,$4.99 ,1,980
17618,$39.98 ,1,866
17625,"$2,431.95 ",1,825
17627,"$3,021.02 ",2,925
17632,"$3,001.02 ",2,902
17634,"$2,736.42 ",2,983
17641,"$2,736.42 ",2,959
17643,$69.97 ,1,784
17650,$38.98 ,1,782
17652,$14.23 ,1,982
17657,$113.24 ,2,727
17659,"$1,709.98 ",1,879
18143,"$3,063.06 ",2,845
18145,$71.97 ,1,1054
18150,$76.97 ,1,1043
18152,$76.97 ,1,1038
18159,$21.98 ,1,707
18161,$7.28 ,1,951
18168,"$6,907.55 ",3,743
18170,$39.98 ,1,1028
18175,"$3,064.07 ",2,827
18177,"$7,043.56 ",3,752
18184,$89.97 ,1,806
18186,$139.44 ,2,877
18193,"$4,145.54 ",2,881
18195,$94.47 ,2,764
27632,$39.98 ,1,823
27633,$22.26 ,1,902
27634,$567.76 ,1,776
27647,$21.49 ,1,719
27648,$23.78 ,1,902
27649,"$3,578.27 ",1,1810
27650,$23.78 ,1,831
28148,"$3,578.27 ",1,1748
28149,"$3,578.27 ",1,1751
28150,"$3,578.27 ",1,1752
28151,$4.99 ,1,916
28152,"$6,025.32 ",2,741
28165,"$3,578.27 ",1,1602
28166,"$3,578.27 ",1,1747
28167,"$3,578.27 ",1,1742
28168,"$3,578.27 ",1,1763
28182,"$3,578.27 ",1,1762
28183,"$3,578.27 ",1,1760
28184,"$3,578.27 ",1,1745
28185,"$3,578.27 ",1,1761
28199,"$3,578.27 ",1,1734
28200,"$3,578.27 ",1,1730
28201,"$2,419.06 ",1,1076
28202,"$2,419.06 ",1,1096
28215,$589.96 ,1,1001
28216,$7.28 ,1,1034
28217,"$2,408.29 ",1,1039
28218,$18.97 ,1,844
28219,$39.98 ,1,767
28232,$143.78 ,1,910
28233,$21.49 ,1,959
28234,"$5,976.32 ",2,740
28235,$30.48 ,1,1020
28249,$27.96 ,1,808
28250,"$6,016.33 ",2,758
28251,$4.99 ,1,930
28252,$4.99 ,1,803
28265,$39.98 ,1,763
28266,$4.99 ,1,1003
28267,$64.47 ,1,1036
28268,"$5,997.33 ",2,747
28269,$13.98 ,1,1026
28282,$4.99 ,1,904
28283,$39.98 ,1,740
28284,$563.77 ,1,742
28285,"$5,997.33 ",2,743
28299,"$3,578.27 ",1,1721
28300,$2.29 ,1,994
28301,$161.29 ,1,1057
28302,$78.98 ,1,1030
28316,$539.99 ,1,943
28317,$539.99 ,1,939
28318,$574.98 ,1,918
28319,$556.93 ,1,923
28332,$94.48 ,1,937
28333,$53.99 ,1,1058
28334,$53.99 ,1,845
28335,$62.98 ,1,815
28349,$39.98 ,1,801
28350,$13.98 ,1,865
28351,$574.98 ,1,895
28352,$562.96 ,1,906
28366,$578.46 ,1,810
28367,$600.46 ,1,812
28368,$791.32 ,1,733
28369,$777.34 ,1,964
28851,"$3,578.27 ",1,1657
28852,"$3,578.27 ",1,1667
28853,"$3,578.27 ",1,1673
28854,"$4,355.61 ",2,967
28867,$63.97 ,1,917
28868,$28.98 ,1,737
28869,"$4,355.61 ",2,971
28870,"$4,334.60 ",2,969
28884,$11.94 ,1,743
28885,"$4,470.89 ",2,760
28886,$48.97 ,1,758
28887,$39.98 ,1,854
28901,"$2,443.35 ",1,893
28902,"$2,529.93 ",1,886
28903,$23.78 ,1,1053
28904,"$2,848.58 ",2,1019
28917,$84.47 ,1,729
28918,$23.78 ,1,1042
28919,$4.99 ,1,1034
28920,$7.28 ,1,784
28934,$64.47 ,1,866
28935,"$2,419.06 ",1,1018
28936,$7.28 ,1,1023
28937,$7.28 ,1,922
28951,$9.99 ,1,899
28952,"$2,473.04 ",1,1010
28953,"$2,462.55 ",1,1013
28954,"$2,393.06 ",1,986
28967,$8.99 ,1,1044
28968,$2.29 ,1,865
28969,$62.98 ,1,963
28970,$63.97 ,1,786
28971,$27.28 ,1,1058
28984,$28.98 ,1,891
28985,$53.47 ,1,1013
28986,$78.98 ,1,882
28987,$31.27 ,1,709
29001,$624.97 ,1,757
29002,$67.93 ,1,1017
29003,$4.99 ,1,844
29004,"$4,320.62 ",2,948
29018,$63.97 ,1,772
29019,"$4,355.61 ",2,942
29020,$13.98 ,1,917
29021,$69.99 ,1,881
29034,$190.27 ,1,929
29035,$28.98 ,1,745
29036,$74.98 ,1,730
29037,$69.99 ,1,968
29051,$3.99 ,1,849
29052,$38.98 ,1,1004
29053,$38.98 ,1,960
29054,$751.34 ,1,928
29068,$751.34 ,1,941
29069,$756.33 ,1,920
29070,"$3,578.27 ",1,1646
29071,$69.99 ,1,959
29084,$742.35 ,1,913
29085,$777.34 ,1,897
29086,$805.33 ,1,904
29087,$810.32 ,1,869
29088,$756.33 ,1,877
11001,"$6,383.88 ",3,751
11002,"$8,114.04 ",3,1041
11003,"$8,139.29 ",3,965
11004,"$8,196.01 ",3,974
11005,"$8,121.33 ",3,973
11018,"$6,533.28 ",3,798
11019,$882.70 ,17,718
11020,"$2,316.97 ",1,1097
11021,"$2,371.96 ",1,1072
11035,"$6,451.31 ",3,776
11036,"$2,354.98 ",1,1073
11037,"$2,374.23 ",1,1075
11038,"$6,437.33 ",3,779
11052,"$8,131.32 ",3,948
11053,"$2,329.98 ",1,1078
11054,"$8,223.02 ",3,945
11055,"$8,168.01 ",3,937
11068,$113.36 ,3,814
11069,"$8,104.05 ",3,940
11070,"$8,165.55 ",3,918
11071,$110.23 ,3,760
11072,"$8,194.00 ",3,929
11085,$128.96 ,2,722
11086,$153.45 ,2,740
11087,$200.28 ,2,874
11088,"$3,176.78 ",2,779
11102,$102.91 ,3,752
